id,country
991692803041316865,TR
991692102588403713,DE
991692102588403713,FR
991433704575852544,TR
991692241004527618,TR
991691846731649025,TR
991102360733745157,TR
991691636999708672,TR
991694254278959104,TR
991697685215432704,TR
991476607251460096,DE
991700180813656065,DE
991512017667174400,DE
991646124489498624,TR
991703028767051777,TR
991704819696975872,TR
991558444195991552,XX
991701745293254656,XX
991706363205210112,DE
991706363205210112,FR
991707197867356160,DE
991707197867356160,FR
991704324773433345,RU
991705788602310656,TR
991431912953733121,TR
991705826359377922,TR
991705917476474881,DE
991705917476474881,FR
991706438723686403,DE
991706438723686403,FR
991708695242342402,TR
968061890344693760,FR
991713594202099713,FR
991150407463374848,TR
991713061542211584,TR
991712457528836097,TR
991710188418813954,TR
991698032214396928,TR
991709156645236736,TR
991709328611725312,TR
991472697313054722,DE
990386281288028160,FR
991714164619071488,FR
991707064283156480,DE
991707064283156480,FR
991711677384142853,DE
991711677384142853,FR
991570087474745344,DE
991716295333830658,DE
991644298209906688,DE
991644298209906688,FR
991716442113527808,DE
991716442113527808,FR
991712671446847494,FR
982702283459788800,DE
982702283459788800,FR
991720997140099072,DE
991720997140099072,FR
991714667960643584,DE
991714667960643584,FR
991721349449158656,DE
991352772527296512,TR
991722930718564352,DE
991722930718564352,FR
991726030296580096,TR
991724352595996672,DE
991724457445265408,TR
991728303613661184,DE
991358988536119296,TR
991728043566780418,TR
991728060369121280,DE
991725808006893569,TR
991724507772710915,DE
991724507772710915,FR
991693417624334342,TR
991727229876006915,TR
991723996054937601,RU
991726575560388610,TR
991729071162822656,DE
991729150879830016,DE
991729150879830016,FR
991731659073642496,TR
991689003408740352,TR
991731726169853958,TR
991732669879734272,TR
991735995967180802,TR
988146901173329921,RU
991730279135039489,RU
991736532859056128,TR
991736092452900864,DE
991734129501921280,DE
991734129501921280,FR
991710689717817346,DE
991710689717817346,FR
991732879590854656,DE
991732879590854656,FR
991738613242228738,TR
991735282943881219,DE
991735282943881219,FR
991734829963100160,DE
991737946326818816,DE
991743516375216128,DE
991743516375216128,FR
991737676507250693,TR
991740194482278400,TR
991370923524673536,TR
991742723626622976,TR
991744342657323008,TR
868018699617406976,DE
991744560735948800,DE
991649284859879424,TR
991745441535586304,TR
991698547769774080,TR
991746641127452672,TR
991746213308346368,DE
991410567024869377,TR
991744665606086656,DE
991744665606086656,FR
991710184492978177,RU
991744778856484865,RU
991745923913953280,DE
991745923913953280,FR
991740882322968577,TR
991748008457875456,DE
991741628942602241,RU
991747475768860674,DE
991747475768860674,FR
991694921806598144,DE
991694921806598144,FR
991663540900687873,DE
991747345778991106,DE
991751854630449152,DE
991750579553783808,DE
991750579553783808,FR
991750608951660545,TR
991753523971977218,DE
991753523971977218,FR
991747886823043072,TR
991753565935812609,FR
985080449755119617,DE
985080449755119617,FR
991752399915233281,DE
991752399915233281,FR
991722327904677888,DE
991750856415563777,DE
991749417760903171,DE
991749417760903171,FR
991753813362073600,DE
987264804187451392,TR
991753842743304195,TR
737710858709540865,DE
991749547776004097,DE
991727699344244736,DE
991753016477876224,DE
991732007859310592,TR
991753175840509952,TR
991753184241700865,TR
991755157447888896,TR
991755512092987392,TR
991755549812412417,TR
991756346730086405,TR
991755298154139648,FR
991755344283164672,TR
991758548760702976,DE
991760008357531648,DE
991760801097641984,DE
988042668612694019,DE
988042668612694019,FR
991754908104888321,DE
991754908104888321,FR
991757026203074562,DE
991761874843648000,RU
991760692054282240,DE
991760692054282240,FR
991760544557359104,TR
991759556983316482,TR
991762835347820550,TR
991765054134669312,DE
991717019887329280,DE
991717019887329280,FR
991765066696482816,DE
991765066696482816,FR
991013394315608064,DE
991013394315608064,FR
991765188322910208,DE
991765188322910208,FR
991431269513756672,TR
991763573541081088,TR
991686117186469889,TR
991765628745904128,TR
991763619661697024,RU
991767721678393347,DE
991767721678393347,FR
991768187267100673,DE
991768187267100673,FR
991766614390530048,DE
991766614390530048,FR
991766413063933952,DE
991762071980314624,TR
847219249106112517,DE
991766266267492353,DE
991769072277782529,DE
991450765154807808,TR
991768304703426560,TR
991768464070193158,DE
982999654202859520,XX
991770078885679104,XX
991772331243720709,DE
991770695469166592,DE
991772138297266176,DE
990631636868923400,DE
990631636868923400,FR
991771555297296384,DE
991771555297296384,FR
991774722005270528,DE
991776248711000064,DE
991776328390184960,DE
991776328390184960,FR
991774986233839616,DE
991774986233839616,FR
991778127759183873,DE
987417286679121925,DE
987417286679121925,FR
991779558025084928,DE
991779558025084928,FR
991747918095880193,DE
991779914549514240,DE
991780044560388097,DE
991780044560388097,FR
991776735254413312,DE
991776735254413312,FR
991732943654703104,DE
991732943654703104,FR
991782754072358913,DE
991782754072358913,FR
991780883404386305,DE
991780883404386305,FR
991780963104493569,DE
991780963104493569,FR
991588605998043136,DE
991778371016232961,DE
991776903026675712,DE
991776903026675712,FR
991781764216639488,DE
991783127386345476,TR
991751532424060929,DE
991781499971104768,DE
991781575477129217,DE
991782095562342404,DE
739904334079643653,DE
991783337088962562,DE
991783928502669312,DE
991770495614939137,TR
991784163375280128,TR
991783999797374976,DE
991783999797374976,FR
991788034726260736,DE
991788118612164609,DE
991788118612164609,FR
991785744623685632,DE
991786432501960704,FR
991782224331714561,TR
991784435988213760,TR
991784515680047104,TR
991785035773640705,DE
991785035773640705,FR
991790685492793344,DE
991790685492793344,FR
986287511927443457,DE
986287511927443457,FR
991789687265267712,DE
991789687265267712,FR
991786952595820550,TR
991789037148045312,TR
991664937457070080,TR
991787883706093568,TR
991791767652515840,DE
991791809578848258,FR
991766516315115522,DE
991766516315115522,FR
991786147255812096,DE
991786147255812096,FR
991792828786397184,TR
991796305889517568,DE
991796305889517568,FR
991746850184224768,TR
991797551580954624,DE
991775888290340865,TR
991790538717351937,TR
991795920000962560,DE
991792971422027776,DE
991792971422027776,FR
991773192611090433,DE
991795978721284102,DE
989537339516047361,DE
989537339516047361,FR
991792983996620802,DE
991792983996620802,FR
991370480962691072,TR
991794540062412800,TR
991789265989324800,TR
991794577836331009,TR
991796880404369409,DE
991796901472296960,DE
988874737672744962,DE
988874737672744962,FR
991797866166345728,DE
991797866166345728,FR
991799229298376705,DE
991799229298376705,FR
712620572249890816,DE
991797923322134528,DE
991800437274742790,DE
991789368913416192,TR
991803096446767104,TR
991803171940036608,TR
991597941289881600,TR
991804929374408704,TR
991804155122536449,DE
991805000681570304,DE
991804467988312064,DE
991806419862212608,FR
991806690952728576,FR
991803524282494981,TR
991803876612374528,TR
929124219383840769,DE
929124219383840769,FR
991805675931136000,DE
991805675931136000,FR
991810860103413761,TR
991810868504559617,TR
991805134903558144,DE
991809874437685248,DE
991809874437685248,FR
991595052957929473,TR
991811313084100608,TR
991730160763207680,TR
991808670701932544,TR
991249057422114816,TR
991808775525986306,DE
991808775525986306,FR
991811795429052416,DE
991811795429052416,FR
991809358555172864,DE
991809358555172864,FR
991582107196633090,DE
991812214876028928,FR
989172931182784512,DE
991809169811427328,DE
991812726556110848,DE
991812726556110848,FR
991634554250199043,TR
991810717501313025,TR
991809715079434242,DE
991809715079434242,FR
991814119073476608,TR
990917102566600704,DE
990917102566600704,FR
991811975779835904,DE
991811975779835904,FR
991813791926104064,TR
991819261319532545,DE
991819605214720000,TR
991818304993013760,TR
991431284571467776,TR
991816669239574528,TR
991816833681575936,DE
991818044971286529,DE
991820586702618624,TR
991750218612985856,TR
991819848505286656,TR
991816123946545153,DE
991816123946545153,FR
991314587461939200,DE
991314587461939200,FR
991820980971540482,DE
991820980971540482,FR
991825011701944323,TR
991742389214765057,DE
991742389214765057,FR
991828505557057536,DE
991828505557057536,FR
991617533194227712,TR
991831152167022592,TR
991802695890735104,TR
991834696354091014,TR
991742425734569985,DE
991742425734569985,FR
991831810639302656,DE
991831810639302656,FR
991834448877576192,DE
991834448877576192,FR
991837493946470401,TR
991840719349297153,TR
991837250664181760,TR
991810393034158080,TR
991841591789678592,TR
991433449704747008,TR
991840983619850240,TR
991128687805370370,XX
991842363533242368,XX
991701817460494336,TR
991842405467934725,TR
991843932215504896,DE
991843932215504896,FR
991844288731516929,DE
991853151295868930,FR
991853948184268800,DE
991853973370847233,DE
991857081320853504,TR
991858255747002369,FR
991863129544966145,DE
991863129544966145,FR
991860625512062976,DE
991865792919625728,DE
991865792919625728,FR
991561969470787584,TR
991868837963251712,TR
991791572265193473,FR
991867323840679937,FR
991719202208690177,DE
991866812135550976,DE
990439126540390400,DE
990439126540390400,FR
991872503805968385,DE
991872503805968385,FR
991872356975984641,DE
991872356975984641,FR
991752334626586624,DE
991874055685918723,DE
985349652831768576,DE
985349652831768576,FR
991876530321084416,DE
991876530321084416,FR
991875009604812800,RU
991876568090796032,RU
991876144436625408,DE
991876144436625408,FR
991879160153952256,TR
991724707799076865,TR
991880133224157184,TR
991596953149628417,TR
991884721817780226,TR
991843945968644097,TR
991887225804615681,TR
991887951427653632,DE
991887951427653632,FR
991886470829883392,TR
991891348822212609,TR
991895018800529408,DE
991751495484919808,FR
991895052384432128,FR
991896243461910528,TR
991896298096943104,TR
991892439328636928,DE
991781703248117761,FR
991894410626400257,FR
991895492782014465,DE
991899708061863937,RU
991735077385199616,TR
991909820528779265,TR
991773059492253702,TR
991910386730401797,TR
991758497443405826,DE
991905965963440128,DE
991747130967588865,DE
991913964484399104,DE
991704664403046400,DE
991704664403046400,FR
991912022542503936,DE
991912022542503936,FR
991660402244108289,DE
991911921883398145,DE
991916191676620800,DE
991790291114917890,DE
991790291114917890,FR
991915981948645376,DE
991915981948645376,FR
991708914029940736,TR
991918636926414848,TR
991314489885839360,DE
991314489885839360,FR
991917898733010944,DE
991917898733010944,FR
991918221707173888,TR
984469208888045568,XX
991919370933686274,XX
991902246777405440,DE
991920180442927105,DE
870173972175998976,TR
870174748071911424,TR
870197439260708864,TR
870201918756331521,DE
870201918756331521,FR
870019099882946560,TR
870224433784307712,TR
869832580887183360,TR
870183694530695168,TR
870211058165850112,TR
870051290285572096,TR
870247171098128384,TR
870064724960055300,TR
870233543829532672,TR
870251717740376064,TR
869701623815303168,TR
870238170138464257,TR
870174861330718720,TR
869976622916653057,TR
870206603806597120,TR
870089248325677056,TR
870206683519352837,TR
870224744162963460,DE
801219722507419648,DE
801219722507419648,FR
870238258218795008,DE
870238258218795008,FR
870247355664224257,DE
870247355664224257,FR
870007705783554048,TR
870179777059205121,TR
870166174914555904,DE
870166174914555904,FR
870252007138836480,DE
870246377175080960,DE
870170822215950336,DE
870220478581010432,TR
870166317504114688,TR
870180083222368256,TR
870189080021266432,TR
870193697928904704,TR
868380939981926400,TR
870234076501884928,TR
870175586915934208,DE
870175586915934208,FR
870252213389725696,TR
870252334319902720,TR
870180154521165824,DE
870180154521165824,FR
870166745323114497,TR
870220839278354437,FR
870229701834485760,DE
870189281318510592,TR
868403302593163265,TR
870238878979981313,TR
870103928477757444,TR
870166791494008833,TR
870211901199966208,TR
870166795667349504,DE
870225411069935616,TR
870245936844460032,DE
870248056134000640,DE
870207909623463936,TR
870230024816910336,TR
870176148965269504,TR
869948348194844676,TR
870167051503095808,TR
870171673642840065,TR
870207614654832642,TR
870180624270860288,TR
870185326106390528,DE
870185326106390528,FR
870239193557073920,DE
870239193557073920,FR
870185351259852801,FR
870203340638101504,TR
870203361613684736,DE
870203361613684736,FR
870234479138398208,TR
870154790550081536,TR
870230310033797122,TR
870172038530568192,TR
870084078078488576,TR
870207807563460608,TR
870252703410245632,DE
870252703410245632,FR
869954127266230273,TR
870167659681386496,TR
870226153461698560,TR
870221451651014656,TR
869952366589734912,TR
870212953978671104,TR
870235024427106304,DE
870235024427106304,FR
870213071440105472,TR
870150314497855489,TR
870190585747058688,TR
869913805764952065,RU
870172625749684224,RU
870022714660188160,TR
870193088253374464,TR
870195065272094722,TR
870097518952157184,TR
870168133654507520,TR
870217580321148929,DE
870217580321148929,FR
870226514171879424,TR
870177470187806721,TR
870243233665867776,DE
870222076610830336,TR
870182075525210112,TR
870249058534871040,DE
870249058534871040,FR
870209007146946560,TR
870024290359549952,TR
870195669239083008,TR
870186903168884736,TR
870073410277199872,DE
870235586464034817,FR
869550636773363712,TR
870200408823803904,TR
865721455937331200,TR
870191319775424512,TR
870213679584866305,TR
870191420426117120,TR
869871168928583680,TR
870187008026591232,TR
870123869188886529,TR
870231576705081344,TR
870200597575868417,TR
870218234628366338,TR
870189989463822336,TR
870196017383079936,TR
870169379341836288,RU
870253991069974532,DE
870253991069974532,FR
870169475844386816,DE
870169475844386816,FR
870133544257032192,TR
870200954100088834,TR
870182947953025028,DE
870182947953025028,FR
870205307783331840,DE
869223732467949569,DE
869223732467949569,FR
870201172178722816,DE
870201172178722816,FR
870174265722777600,TR
870254280443387904,TR
870053483424043008,DE
870053483424043008,FR
870209984407023616,DE
870209984407023616,FR
870218809214468097,DE
870218809214468097,FR
870036627057463297,TR
870183430268612608,TR
870219014391250944,DE
870232298129469440,DE
870058004879523842,TR
870187985307934720,TR
870242902873698304,TR
870249905805197312,TR
870250010679627777,DE
870254368544755712,DE
870254368544755712,FR
870214623307460612,DE
870173523993477120,DE
870228057679941632,DE
869997598785978368,DE
869997598785978368,FR
870214778517671937,DE
870214778517671937,FR
870245656975298562,DE
870210366105583616,DE
870210366105583616,FR
869674440442957824,DE
869674440442957824,FR
870232793040781312,DE
870232793040781312,FR
869564429838503936,DE
870292389897883648,DE
870241743693893632,TR
870270097180336129,DE
870270097180336129,FR
870297041397850112,DE
870297041397850112,FR
870241953421635585,DE
870241953421635585,FR
870222982131707905,TR
870224270223441920,TR
870250576910667776,TR
870265890293637120,TR
870246378412421120,TR
870233212466941958,DE
870233212466941958,FR
870233388627742721,DE
870310505096892416,DE
